prompt,project code,project_status,project name,Approval date,Code Questions
P-Z1-HAB-045 represents ECOBANK TRANSNATIONAL INCORPORATED TFLOC USD 310 MILLION happening in Multinational which has status as Ongoing ->,P-Z1-HAB-045,Ongoing,Ecobank transnational incorporated tfloc usd 310 million happening in multinational,21-Sep-2016.,Details regarding project P-Z1-HAB-045
P-ZM-HAA-001 represents LINE OF CREDIT TO DEVELOPMENT BANK OF ZAMBIA happening in Zambia which has status as Ongoing ->,P-ZM-HAA-001,Ongoing,Line of credit to development bank of zambia happening in zambia,21-Sep-2016.,Details regarding project P-ZM-HAA-001
P-SN-KA0-009 represents PROGRAMME D’APPUI AUX REFORMES DU DEVELOPPEMENT LOCAL (PARDL) happening in Senegal which has status as Completed ->,P-SN-KA0-009,Completed,Programme d’appui aux reformes du developpement local (pardl) happening in senegal,14-Sep-2016.,Details regarding project P-SN-KA0-009
P-GW-IB0-004 represents EMERGENCY ASSISTANCE TO SUPPORT GUINEA BISSAU PREPAREDENSS RESPONSE PLAN TO FIGHT THE ZIKA VIRUS happening in Guinea-Bissau which has status as Completed ->,P-GW-IB0-004,Completed,Emergency assistance to support guinea bissau preparedenss response plan to fight the zika virus happening in guinea-bissau,08-Sep-2016.,Details regarding project P-GW-IB0-004
P-ZA-KA0-002 represents SOUTH AFRICA MUNICIPAL FINANCIAL MANAGEMENT TECHNICAL ASSISTANCE PROJECT happening in South Africa which has status as Ongoing ->,P-ZA-KA0-002,Ongoing,South africa municipal financial management technical assistance project happening in south africa,07-Sep-2016.,Details regarding project P-ZA-KA0-002
P-TN-E00-006 represents PROGRAMME D'APPROVISIONNEMENT EN EAU POTABLE EN MILIEU RURAL - PHASE II happening in Tunisia which has status as Ongoing ->,P-TN-E00-006,Ongoing,Programme d'approvisionnement en eau potable en milieu rural - phase ii happening in tunisia,06-Sep-2016.,Details regarding project P-TN-E00-006
"P-CV-IB0-004 represents EMERGENCY ASSISTANCE TO SUPPORT THE PREPAREDENSS, RESPONSE AND RECOVERY PLAN TO FIGHT THE ZIKA VIRUS happening in Cape Verde which has status as Completed ->",P-CV-IB0-004,Completed,"Emergency assistance to support the preparedenss, response and recovery plan to fight the zika virus happening in cape verde",01-Sep-2016.,Details regarding project P-CV-IB0-004
P-Z1-AAD-005 represents MORINGA AGROFORESTY TECHNICAL ASSISTANCE FACILITY (ATAF) happening in Multinational which has status as Ongoing ->,P-Z1-AAD-005,Ongoing,Moringa agroforesty technical assistance facility (ataf) happening in multinational,30-Aug-2016.,Details regarding project P-Z1-AAD-005
P-CV-IAZ-004 represents PROJET PILOTE POUR LE RENFORCEMENT DE L’EMPLOYABILITÉ ET DE L’INSERTION DES JEUNES AU CABO VERD happening in Cape Verde which has status as Ongoing ->,P-CV-IAZ-004,Ongoing,Projet pilote pour le renforcement de l’employabilité et de l’insertion des jeunes au cabo verd happening in cape verde,22-Aug-2016.,Details regarding project P-CV-IAZ-004
P-TG-H00-003 represents PROJET D'APPUI A L'INCLUSION FINANCIERE DES FEMMES VULNERABLES AU TOGO happening in Togo which has status as Ongoing ->,P-TG-H00-003,Ongoing,Projet d'appui a l'inclusion financiere des femmes vulnerables au togo happening in togo,22-Aug-2016.,Details regarding project P-TG-H00-003
P-NE-A00-007 represents NIGER - AIDE D’URGENCE HUMANITAIRE AUX DEPLACES DE GUERRE DE LA REGION DE DIFFA happening in Niger which has status as Completed ->,P-NE-A00-007,Completed,Niger - aide d’urgence humanitaire aux deplaces de guerre de la region de diffa happening in niger,19-Aug-2016.,Details regarding project P-NE-A00-007
P-EG-IB0-007 represents UPDATE OF ACTUARIAL STUDY FOR NATIONAL HEALTH INSURANCE happening in Egypt which has status as Completed ->,P-EG-IB0-007,Completed,Update of actuarial study for national health insurance happening in egypt,18-Aug-2016.,Details regarding project P-EG-IB0-007
P-GN-AA0-018 represents PPF APPUI TRANSFORMATION AGRICULTURE GUINÉENE - VOLET ENTREPRENARIAT AGRICOLE JEUNES (PATAG-EAJ) happening in Guinea which has status as Ongoing ->,P-GN-AA0-018,Ongoing,Ppf appui transformation agriculture guinéene - volet entreprenariat agricole jeunes (patag-eaj) happening in guinea,03-Aug-2016.,Details regarding project P-GN-AA0-018
P-TN-A00-008 represents ETUDE-GESTION DES RISQUES ET MISE EN PLACE D'UN SYSTÈME D'ASSURANCE ET DE MICRO ASSURANCE AGRICOLE happening in Tunisia which has status as Ongoing ->,P-TN-A00-008,Ongoing,Etude-gestion des risques et mise en place d'un système d'assurance et de micro assurance agricole happening in tunisia,02-Aug-2016.,Details regarding project P-TN-A00-008
P-GM-C00-006 represents GAMBIA STRATEGIC PROGRAM ON CLIMATE RESILIENCE (SPCR) happening in Gambia which has status as Ongoing ->,P-GM-C00-006,Ongoing,Gambia strategic program on climate resilience (spcr) happening in gambia,27-Jul-2016.,Details regarding project P-GM-C00-006
P-SL-A00-003 represents ENABLE YOUTH - SIERRA LEONE happening in Sierra Leone which has status as Completed ->,P-SL-A00-003,Completed,Enable youth - sierra leone happening in sierra leone,18-Jul-2016.,Details regarding project P-SL-A00-003
P-LS-A00-001 represents EMERGENCY HUMANITARIAN RELIEF ASSISTANCE FOR TO THE VICTIMS OF FOOD CRISIS happening in Lesotho which has status as Completed ->,P-LS-A00-001,Completed,Emergency humanitarian relief assistance for to the victims of food crisis happening in lesotho,15-Jul-2016.,Details regarding project P-LS-A00-001
P-Z1-G00-014 represents 50 MILLION AFRICAN WOMEN SPEAK NETWORKING PLATFORM (COMESA) happening in Multinational which has status as Ongoing ->,P-Z1-G00-014,Ongoing,50 million african women speak networking platform (comesa) happening in multinational,15-Jul-2016.,Details regarding project P-Z1-G00-014
P-Z1-G00-015 represents 50 MILLION AFRICAN WOMEN SPEAK NETWORKING PLATFORM (ECOWAS) happening in Multinational which has status as Ongoing ->,P-Z1-G00-015,Ongoing,50 million african women speak networking platform (ecowas) happening in multinational,15-Jul-2016.,Details regarding project P-Z1-G00-015
P-Z1-G00-016 represents 50 MILLION AFRICAN WOMEN SPEAK NETWORKING PLATFORM (EAC) happening in Multinational which has status as Approved ->,P-Z1-G00-016,Approved,50 million african women speak networking platform (eac) happening in multinational,15-Jul-2016.,Details regarding project P-Z1-G00-016
P-Z1-IA0-013 represents ECOWAS - NELSON MANDELA INSTITUTE - AFRICAN INSTITUTIONS OF SCIENCE AND TECHNOLOGY happening in Multinational which has status as Ongoing ->,P-Z1-IA0-013,Ongoing,Ecowas - nelson mandela institute - african institutions of science and technology happening in multinational,15-Jul-2016.,Details regarding project P-Z1-IA0-013
P-Z1-IA0-016 represents EAC - NELSON MANDELA INSTITUTE - AFRICAN INSTITUTIONS OF SCIENCE AND TECHNOLOGY happening in Multinational which has status as Ongoing ->,P-Z1-IA0-016,Ongoing,Eac - nelson mandela institute - african institutions of science and technology happening in multinational,15-Jul-2016.,Details regarding project P-Z1-IA0-016
P-ET-FA0-011 represents MEKELE-DALOL & SEMERA AFDERA POWER SUPPLY FOR INDUSTRIAL DEVELOPMENT AND ACCESS SCALE-UP happening in Ethiopia which has status as Ongoing ->,P-ET-FA0-011,Ongoing,Mekele-dalol & semera afdera power supply for industrial development and access scale-up happening in ethiopia,14-Jul-2016.,Details regarding project P-ET-FA0-011
"P-MZ-EAZ-003 represents URBAN SANITATION, DRAINAGE AND SOLID WASTE MANAGEMENT IN CHIMOIO & INHAMBANE happening in Mozambique which has status as Ongoing ->",P-MZ-EAZ-003,Ongoing,"Urban sanitation, drainage and solid waste management in chimoio & inhambane happening in mozambique",14-Jul-2016.,Details regarding project P-MZ-EAZ-003
P-SS-E00-002 represents RESILIENCE WATER PROJECT FOR IMPROVED LIVELIHOOD IN JUBA happening in South Sudan which has status as Ongoing ->,P-SS-E00-002,Ongoing,Resilience water project for improved livelihood in juba happening in south sudan,14-Jul-2016.,Details regarding project P-SS-E00-002
P-GN-KA0-006 represents PROGRAMME D’APPUI AUX RÉFORMES ECONOMIQUES ET FINANCIÈRES PHASE III (PAREF III) happening in Guinea which has status as Completed ->,P-GN-KA0-006,Completed,Programme d’appui aux réformes economiques et financières phase iii (paref iii) happening in guinea,13-Jul-2016.,Details regarding project P-GN-KA0-006
P-MA-HAZ-002 represents PROGRAMME D'APPUI AU RENFORCEMENT DE LA STABILITÉ ET DE L'INCLUSION FINANCIÈRES - PARSIF happening in Morocco which has status as Completed ->,P-MA-HAZ-002,Completed,Programme d'appui au renforcement de la stabilité et de l'inclusion financières - parsif happening in morocco,13-Jul-2016.,Details regarding project P-MA-HAZ-002
P-RW-IZ0-004 represents SEEP III happening in Rwanda which has status as Closed ->,P-RW-IZ0-004,Closed,Seep iii happening in rwanda,13-Jul-2016.,Details regarding project P-RW-IZ0-004
P-TN-HZ0-002 represents PROGRAMME D'APPUI A LA MODERNISATION DU SECTEUR FINANCIER happening in Tunisia which has status as Ongoing ->,P-TN-HZ0-002,Ongoing,Programme d'appui a la modernisation du secteur financier happening in tunisia,13-Jul-2016.,Details regarding project P-TN-HZ0-002
P-BF-AAG-001 represents INTEGRATED SUPPORT TO THE SHEA BUTTER SECTOR FOR WOMEN’S ECONOMIC EMPOWERMENT happening in Burkina Faso which has status as Ongoing ->,P-BF-AAG-001,Ongoing,Integrated support to the shea butter sector for women’s economic empowerment happening in burkina faso,12-Jul-2016.,Details regarding project P-BF-AAG-001
P-MR-EAZ-010 represents PROJET D’AMELIORATION DE LA RESILIENCE CLIMATIQUE DES INVESTISSEMENTS DU SECTEUR DE L’EAU happening in Mauritania which has status as Ongoing ->,P-MR-EAZ-010,Ongoing,Projet d’amelioration de la resilience climatique des investissements du secteur de l’eau happening in mauritania,08-Jul-2016.,Details regarding project P-MR-EAZ-010
P-CI-AA0-027 represents PPF – ENABLE YOUTH CÔTE D’IVOIRE happening in Côte D'Ivoire which has status as Ongoing ->,P-CI-AA0-027,Ongoing,Ppf – enable youth côte d’ivoire happening in côte d'ivoire,07-Jul-2016.,Details regarding project P-CI-AA0-027
P-Z1-FA0-104 represents NELSAP INTERCONNECTION PROJECT - DRC - SUPPLEMENTARY GRANT happening in Multinational which has status as Ongoing ->,P-Z1-FA0-104,Ongoing,Nelsap interconnection project - drc - supplementary grant happening in multinational,05-Jul-2016.,Details regarding project P-Z1-FA0-104
P-ER-KF0-003 represents PFM AND STATISTICS TECHNICAL ASSISTANCE AND CAPACITY BUILDING PROJECT happening in Eritrea which has status as Ongoing ->,P-ER-KF0-003,Ongoing,Pfm and statistics technical assistance and capacity building project happening in eritrea,04-Jul-2016.,Details regarding project P-ER-KF0-003
P-MA-KD0-003 represents PROJET D'APPUI A MAROC EXPORT happening in Morocco which has status as Ongoing ->,P-MA-KD0-003,Ongoing,Projet d'appui a maroc export happening in morocco,02-Jul-2016.,Details regarding project P-MA-KD0-003
P-GA-AAD-005 represents ETUDE DE PREPARATION DU PROGRAMME APPUI A L'INITIATIVE GABON VERT ET ETUDES FAISABILITE CONNEXES happening in Gabon which has status as Completed ->,P-GA-AAD-005,Completed,Etude de preparation du programme appui a l'initiative gabon vert et etudes faisabilite connexes happening in gabon,30-Jun-2016.,Details regarding project P-GA-AAD-005
P-RW-C00-003 represents FIP RWANDA-INVESTMENT PLAN PREPARATION happening in Rwanda which has status as Completed ->,P-RW-C00-003,Completed,Fip rwanda-investment plan preparation happening in rwanda,28-Jun-2016.,Details regarding project P-RW-C00-003
P-NG-HAB-037 represents USD 300 MILLION TRADE FINANCE PACKAGE FIRST BANK OF NIGERIA PLC happening in Nigeria which has status as Ongoing ->,P-NG-HAB-037,Ongoing,Usd 300 million trade finance package first bank of nigeria plc happening in nigeria,27-Jun-2016.,Details regarding project P-NG-HAB-037
P-KE-FA0-013 represents LAST MILE CONNECTIVITY PROJECT - 2 happening in Kenya which has status as Ongoing ->,P-KE-FA0-013,Ongoing,Last mile connectivity project - 2 happening in kenya,27-Jun-2016.,Details regarding project P-KE-FA0-013
P-SZ-A00-003 represents EMERGENCY HUMANITARIAN RELIEF ASSISTANCE FOR DROUGHT VICTIMS (2016) happening in Swaziland which has status as Completed ->,P-SZ-A00-003,Completed,Emergency humanitarian relief assistance for drought victims (2016) happening in swaziland,27-Jun-2016.,Details regarding project P-SZ-A00-003
P-TD-KA0-006 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES PHASE II happening in Chad which has status as Completed ->,P-TD-KA0-006,Completed,Programme d'appui aux reformes economiques et financieres phase ii happening in chad,27-Jun-2016.,Details regarding project P-TD-KA0-006
P-TZ-EAZ-003 represents KIKONGE MULTIPURPOSE DAM HYDROPOWER AND IRRIGATION happening in Tanzania which has status as Ongoing ->,P-TZ-EAZ-003,Ongoing,Kikonge multipurpose dam hydropower and irrigation happening in tanzania,27-Jun-2016.,Details regarding project P-TZ-EAZ-003
P-MA-IBD-011 represents PROGRAMME D'APPUI A LA GOUVERNANCE DE LA PROTECTION SOCIALE happening in Morocco which has status as Completed ->,P-MA-IBD-011,Completed,Programme d'appui a la gouvernance de la protection sociale happening in morocco,22-Jun-2016.,Details regarding project P-MA-IBD-011
P-Z1-DB0-105 represents KAMPALA-MPIGI & KAGITUMBA-KAYONZA-RUSUMO ROAD PROJECT -UGANDA happening in Multinational which has status as Ongoing ->,P-Z1-DB0-105,Ongoing,Kampala-mpigi & kagitumba-kayonza-rusumo road project -uganda happening in multinational,22-Jun-2016.,Details regarding project P-Z1-DB0-105
P-Z1-DB0-170 represents BUSEGA-MPIGI & KAGITUMBA-KAYONZA-RUSUMO ROAD PROJECT - RWANDA happening in Multinational which has status as Ongoing ->,P-Z1-DB0-170,Ongoing,Busega-mpigi & kagitumba-kayonza-rusumo road project - rwanda happening in multinational,22-Jun-2016.,Details regarding project P-Z1-DB0-170
P-CM-EAZ-002 represents ETUDES DE MOBILISATION ET DE VALORISATION DES EAUX PLUVIALES A TRAVERS DES RETENUES COLLINAIRES happening in Cameroon which has status as Completed ->,P-CM-EAZ-002,Completed,Etudes de mobilisation et de valorisation des eaux pluviales a travers des retenues collinaires happening in cameroon,20-Jun-2016.,Details regarding project P-CM-EAZ-002
P-MG-IC0-004 represents ASSISTANCE A LA LUTTE CONTRE LA MALNUTRITION SUITE A LA SECHERESSE RECURENTE AU SUD happening in Madagascar which has status as Completed ->,P-MG-IC0-004,Completed,Assistance a la lutte contre la malnutrition suite a la secheresse recurente au sud happening in madagascar,20-Jun-2016.,Details regarding project P-MG-IC0-004
P-TN-EAZ-004 represents ELABORATION DE LA VISION ET DE LA STRATEGIE EAU 2050 DE LA TUNISIE happening in Tunisia which has status as Ongoing ->,P-TN-EAZ-004,Ongoing,Elaboration de la vision et de la strategie eau 2050 de la tunisie happening in tunisia,20-Jun-2016.,Details regarding project P-TN-EAZ-004
P-ZM-AAC-007 represents FEASIBILITY STUDY FOR UPSCALING SMALLHOLDER IRRIGATION SYSTEMS FOR CLIMATE CHANGE ADAPTATION happening in Zambia which has status as Ongoing ->,P-ZM-AAC-007,Ongoing,Feasibility study for upscaling smallholder irrigation systems for climate change adaptation happening in zambia,20-Jun-2016.,Details regarding project P-ZM-AAC-007
P-MZ-AA0-032 represents EMERGENCY HUMANITARIAN RELIEF ASSISTANCY DROUGHT DISASTER happening in Mozambique which has status as Completed ->,P-MZ-AA0-032,Completed,Emergency humanitarian relief assistancy drought disaster happening in mozambique,17-Jun-2016.,Details regarding project P-MZ-AA0-032
P-SO-E00-001 represents WATER INFRASTRUCTURE DEVELOPMENT FOR RESILIENCE IN SOMALILAND PROJECT happening in Somalia which has status as Ongoing ->,P-SO-E00-001,Ongoing,Water infrastructure development for resilience in somaliland project happening in somalia,17-Jun-2016.,Details regarding project P-SO-E00-001
P-KE-HAB-007 represents JAMII BORA KENYA happening in Kenya which has status as Approved ->,P-KE-HAB-007,Approved,Jamii bora kenya happening in kenya,14-Jun-2016.,Details regarding project P-KE-HAB-007
P-MR-HA0-001 represents LIGNE DE CRÉDIT BANQUE POPULAIRE DE MAURITANIE PROGRAMME PMES happening in Mauritania which has status as Ongoing ->,P-MR-HA0-001,Ongoing,Ligne de crédit banque populaire de mauritanie programme pmes happening in mauritania,08-Jun-2016.,Details regarding project P-MR-HA0-001
P-Z1-H00-026 represents BOAD-LOC III TRANCHE A happening in Multinational which has status as Ongoing ->,P-Z1-H00-026,Ongoing,Boad-loc iii tranche a happening in multinational,08-Jun-2016.,Details regarding project P-Z1-H00-026
P-Z1-H00-042 represents BOAD LIGNE DE CREDIT III TRANCHE B happening in Multinational which has status as Ongoing ->,P-Z1-H00-042,Ongoing,Boad ligne de credit iii tranche b happening in multinational,08-Jun-2016.,Details regarding project P-Z1-H00-042
P-TZ-HAB-009 represents CRDB BANK LIMITED LINE OF CREDIT 2015 happening in Tanzania which has status as Ongoing ->,P-TZ-HAB-009,Ongoing,Crdb bank limited line of credit 2015 happening in tanzania,08-Jun-2016.,Details regarding project P-TZ-HAB-009
