,prompt,completion,project code,project_status,project name,Approval date,Code Questions
253,P-MG-A00-006 represents PROJET DE POLE INTEGRE DE CROISSANCE AGROINDUSTRIELLE DANS LE SUD happening in Madagascar which has status as Ongoing ->,"Project was approved on 10-Nov-2017. 
",P-MG-A00-006,Ongoing,PROJET DE POLE INTEGRE DE CROISSANCE AGROINDUSTRIELLE DANS LE SUD happening in Madagascar,10-Nov-2017.,Details regarding project P-MG-A00-006
254,P-CI-DA0-001 represents AIR COTE D'IVOIRE PROJECT (PRIVATE) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 08-Nov-2017. 
",P-CI-DA0-001,Ongoing,AIR COTE D'IVOIRE PROJECT (PRIVATE) happening in Côte D'Ivoire,08-Nov-2017.,Details regarding project P-CI-DA0-001
255,P-CI-DA0-002 represents AIR COTE D'IVOIRE (PUBLIC) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 08-Nov-2017. 
",P-CI-DA0-002,Ongoing,AIR COTE D'IVOIRE (PUBLIC) happening in Côte D'Ivoire,08-Nov-2017.,Details regarding project P-CI-DA0-002
256,P-GA-KA0-006 represents PROGRAMME D’APPUI AUX RÉFORMES ECONOMIQUES ET FINANCIÈRES PHASE II (PAREF II) happening in Gabon which has status as Ongoing ->,"Project was approved on 08-Nov-2017. 
",P-GA-KA0-006,Ongoing,PROGRAMME D’APPUI AUX RÉFORMES ECONOMIQUES ET FINANCIÈRES PHASE II (PAREF II) happening in Gabon,08-Nov-2017.,Details regarding project P-GA-KA0-006
257,P-TN-G00-003 represents APPUI A LA MISE EN ŒUVRE DU PLAN NATIONAL STRATETGIQUE (PNS) – TUNISIE DIGITALE 2020 happening in Tunisia which has status as Ongoing ->,"Project was approved on 08-Nov-2017. 
",P-TN-G00-003,Ongoing,APPUI A LA MISE EN ŒUVRE DU PLAN NATIONAL STRATETGIQUE (PNS) – TUNISIE DIGITALE 2020 happening in Tunisia,08-Nov-2017.,Details regarding project P-TN-G00-003
258,P-ZM-HB0-006 represents ZAMBIA NATIONAL BUILDING SOCIETY (ZNBS) happening in Zambia which has status as Ongoing ->,"Project was approved on 08-Nov-2017. 
",P-ZM-HB0-006,Ongoing,ZAMBIA NATIONAL BUILDING SOCIETY (ZNBS) happening in Zambia,08-Nov-2017.,Details regarding project P-ZM-HB0-006
259,P-ZA-HA0-007 represents NEDBANK LIMITED happening in South Africa which has status as Approved ->,"Project was approved on 08-Nov-2017. 
",P-ZA-HA0-007,Approved,NEDBANK LIMITED happening in South Africa,08-Nov-2017.,Details regarding project P-ZA-HA0-007
260,P-TN-IAZ-003 represents PROGRAMME D’APPUI AU DÉVELOPPEMENT RÉGIONAL INCLUSIF PADRI II happening in Tunisia which has status as Ongoing ->,"Project was approved on 03-Nov-2017. 
",P-TN-IAZ-003,Ongoing,PROGRAMME D’APPUI AU DÉVELOPPEMENT RÉGIONAL INCLUSIF PADRI II happening in Tunisia,03-Nov-2017.,Details regarding project P-TN-IAZ-003
261,"P-GA-AAG-003 represents SUPPORT TO GRAINE PROGRAM, COOPERATIVES AND FINANCIAL INCLUSION happening in Gabon which has status as Approved ->","Project was approved on 27-Oct-2017. 
",P-GA-AAG-003,Approved,"SUPPORT TO GRAINE PROGRAM, COOPERATIVES AND FINANCIAL INCLUSION happening in Gabon",27-Oct-2017.,Details regarding project P-GA-AAG-003
262,P-CV-AAZ-003 represents AIDE D’URGENCE LUTTE CHENILLE LÉGIONNAIRE happening in Cape Verde which has status as Approved ->,"Project was approved on 26-Oct-2017. 
",P-CV-AAZ-003,Approved,AIDE D’URGENCE LUTTE CHENILLE LÉGIONNAIRE happening in Cape Verde,26-Oct-2017.,Details regarding project P-CV-AAZ-003
263,P-KE-HAB-013 represents KENYA COMMERCIAL BANK LIMITED happening in Kenya which has status as Ongoing ->,"Project was approved on 25-Oct-2017. 
",P-KE-HAB-013,Ongoing,KENYA COMMERCIAL BANK LIMITED happening in Kenya,25-Oct-2017.,Details regarding project P-KE-HAB-013
264,P-TN-AAB-001 represents PROJET DE VALORISATION DES PI A TRAVERS LE DEVELOPPEMENT DES CHAINES DE VALEUR AGRICOLES happening in Tunisia which has status as Ongoing ->,"Project was approved on 25-Oct-2017. 
",P-TN-AAB-001,Ongoing,PROJET DE VALORISATION DES PI A TRAVERS LE DEVELOPPEMENT DES CHAINES DE VALEUR AGRICOLES happening in Tunisia,25-Oct-2017.,Details regarding project P-TN-AAB-001
265,P-SD-E00-003 represents INSTITUTIONAL CAPACITY DEVELOPMENT FOR IMPROVED ACCESS TO WATER AND SANITATION IN PORT SUDAN happening in Sudan which has status as Ongoing ->,"Project was approved on 23-Oct-2017. 
",P-SD-E00-003,Ongoing,INSTITUTIONAL CAPACITY DEVELOPMENT FOR IMPROVED ACCESS TO WATER AND SANITATION IN PORT SUDAN happening in Sudan,23-Oct-2017.,Details regarding project P-SD-E00-003
266,"P-CF-E00-011 represents AIDE D’URGENCE POUR LA SECURITE ALIMENTAIRE, L’ASSAINISSEMENT ET LA FOURNITURE AEP happening in Centrafrique which has status as Approved ->","Project was approved on 20-Oct-2017. 
",P-CF-E00-011,Approved,"AIDE D’URGENCE POUR LA SECURITE ALIMENTAIRE, L’ASSAINISSEMENT ET LA FOURNITURE AEP happening in Centrafrique",20-Oct-2017.,Details regarding project P-CF-E00-011
267,P-CV-KA0-007 represents PACE II happening in Cape Verde which has status as Completed ->,"Project was approved on 19-Oct-2017. 
",P-CV-KA0-007,Completed,PACE II happening in Cape Verde,19-Oct-2017.,Details regarding project P-CV-KA0-007
268,P-Z1-DB0-200 represents MULTINATIONAL UGANDA –TANZANIA (MASAKA-MUTUKULA-KYAKA-BUGENE-KASULO-KUMUNAZI)ROADS PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Oct-2017. 
",P-Z1-DB0-200,Ongoing,MULTINATIONAL UGANDA –TANZANIA (MASAKA-MUTUKULA-KYAKA-BUGENE-KASULO-KUMUNAZI)ROADS PROJECT happening in Multinational,18-Oct-2017.,Details regarding project P-Z1-DB0-200
269,P-NG-HAB-019 represents ACCESS BANK NIGERIA LOC II happening in Nigeria which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-NG-HAB-019,Ongoing,ACCESS BANK NIGERIA LOC II happening in Nigeria,11-Oct-2017.,Details regarding project P-NG-HAB-019
270,P-BF-HB0-001 represents AFRICA SME PROGRAM LOC - FIDELIS FINANCE happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-BF-HB0-001,Ongoing,AFRICA SME PROGRAM LOC - FIDELIS FINANCE happening in Burkina Faso,11-Oct-2017.,Details regarding project P-BF-HB0-001
271,P-MR-HAB-007 represents BANQUE POUR LE COMMERCE ET L'INDUSTRIE - BCI TF happening in Mauritania which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-MR-HAB-007,Ongoing,BANQUE POUR LE COMMERCE ET L'INDUSTRIE - BCI TF happening in Mauritania,11-Oct-2017.,Details regarding project P-MR-HAB-007
272,P-BF-HA0-001 represents OCTROI D'UNE LIGNE DE CRÉDIT À CORIS BANK INTERNATIONAL happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-BF-HA0-001,Ongoing,OCTROI D'UNE LIGNE DE CRÉDIT À CORIS BANK INTERNATIONAL happening in Burkina Faso,11-Oct-2017.,Details regarding project P-BF-HA0-001
273,P-Z1-HAA-084 represents EASTERN AND SOUTHERN AFRICA DEVELOPMENT BANK LOC V happening in Multinational which has status as Approved ->,"Project was approved on 11-Oct-2017. 
",P-Z1-HAA-084,Approved,EASTERN AND SOUTHERN AFRICA DEVELOPMENT BANK LOC V happening in Multinational,11-Oct-2017.,Details regarding project P-Z1-HAA-084
274,P-Z1-HAA-085 represents AFREXIMBANK TRADE FINANCE LINE OF CREDIT 2017 happening in Multinational which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-Z1-HAA-085,Ongoing,AFREXIMBANK TRADE FINANCE LINE OF CREDIT 2017 happening in Multinational,11-Oct-2017.,Details regarding project P-Z1-HAA-085
275,P-NG-HAB-038 represents FSDH MERCHANT BANK TRADE FINANCE LINE OF CREDIT happening in Nigeria which has status as Ongoing ->,"Project was approved on 11-Oct-2017. 
",P-NG-HAB-038,Ongoing,FSDH MERCHANT BANK TRADE FINANCE LINE OF CREDIT happening in Nigeria,11-Oct-2017.,Details regarding project P-NG-HAB-038
276,P-LR-KF0-010 represents TECHNICAL LEGAL ASSISTANCE AND CAPACITY BUILDING FOR SUPPORT TO THE LIBERIA PRESIDENCY happening in Liberia which has status as Approved ->,"Project was approved on 05-Oct-2017. 
",P-LR-KF0-010,Approved,TECHNICAL LEGAL ASSISTANCE AND CAPACITY BUILDING FOR SUPPORT TO THE LIBERIA PRESIDENCY happening in Liberia,05-Oct-2017.,Details regarding project P-LR-KF0-010
277,P-ZA-HAA-014 represents IDC LINE OF CREDT III happening in South Africa which has status as Approved ->,"Project was approved on 27-Sep-2017. 
",P-ZA-HAA-014,Approved,IDC LINE OF CREDT III happening in South Africa,27-Sep-2017.,Details regarding project P-ZA-HAA-014
278,P-SL-KZ0-002 represents FREETOWN FLOODS AND LANDSLIDE IMPACT ALLEVIATION EMERGENCY RESPONSE - PHASE I happening in Sierra Leone which has status as Completed ->,"Project was approved on 22-Sep-2017. 
",P-SL-KZ0-002,Completed,FREETOWN FLOODS AND LANDSLIDE IMPACT ALLEVIATION EMERGENCY RESPONSE - PHASE I happening in Sierra Leone,22-Sep-2017.,Details regarding project P-SL-KZ0-002
279,P-ZM-AAZ-006 represents GEF CLIMATE RESILIENT LIVESTOCK MANAGEMENT PROJECT happening in Zambia which has status as Ongoing ->,"Project was approved on 21-Sep-2017. 
",P-ZM-AAZ-006,Ongoing,GEF CLIMATE RESILIENT LIVESTOCK MANAGEMENT PROJECT happening in Zambia,21-Sep-2017.,Details regarding project P-ZM-AAZ-006
280,P-Z1-EAZ-053 represents PROJET D'APPUI À LA CEEAC PR LA CRÉATION D'1 ORGANISME D BASSINS TRANSFRONTALIERS &PPI happening in Multinational which has status as Ongoing ->,"Project was approved on 13-Sep-2017. 
",P-Z1-EAZ-053,Ongoing,PROJET D'APPUI À LA CEEAC PR LA CRÉATION D'1 ORGANISME D BASSINS TRANSFRONTALIERS &PPI happening in Multinational,13-Sep-2017.,Details regarding project P-Z1-EAZ-053
281,"P-ML-EAZ-004 represents PROJET D’AMENAGT, DE DEVELOPT INTEGRE ET DE RESILIENCE DES COM LOCALES AU CHANGEMENT CLIMATIQUE happening in Mali which has status as Ongoing ->","Project was approved on 11-Sep-2017. 
",P-ML-EAZ-004,Ongoing,"PROJET D’AMENAGT, DE DEVELOPT INTEGRE ET DE RESILIENCE DES COM LOCALES AU CHANGEMENT CLIMATIQUE happening in Mali",11-Sep-2017.,Details regarding project P-ML-EAZ-004
282,P-EG-FF0-011 represents ALCAZAR SOLAR - ROUND 2 happening in Egypt which has status as Ongoing ->,"Project was approved on 04-Sep-2017. 
",P-EG-FF0-011,Ongoing,ALCAZAR SOLAR - ROUND 2 happening in Egypt,04-Sep-2017.,Details regarding project P-EG-FF0-011
283,P-EG-FF0-012 represents ALCAZAR SOLAR II DELTA - ROUND 2 happening in Egypt which has status as Ongoing ->,"Project was approved on 04-Sep-2017. 
",P-EG-FF0-012,Ongoing,ALCAZAR SOLAR II DELTA - ROUND 2 happening in Egypt,04-Sep-2017.,Details regarding project P-EG-FF0-012
284,P-EG-FF0-010 represents SHAPOORJI PALLONJI 50 MW SOLAR PV PROJECT - EGYPT FIT ROUND 2 happening in Egypt which has status as Ongoing ->,"Project was approved on 04-Sep-2017. 
",P-EG-FF0-010,Ongoing,SHAPOORJI PALLONJI 50 MW SOLAR PV PROJECT - EGYPT FIT ROUND 2 happening in Egypt,04-Sep-2017.,Details regarding project P-EG-FF0-010
285,P-CI-AA0-024 represents PPF-PÔLE AGRO-INDUSTRIEL AU NORD DE C D'IVOIRE (PPF 2PAI NORD CI) happening in Côte D'Ivoire which has status as Completed ->,"Project was approved on 28-Aug-2017. 
",P-CI-AA0-024,Completed,PPF-PÔLE AGRO-INDUSTRIEL AU NORD DE C D'IVOIRE (PPF 2PAI NORD CI) happening in Côte D'Ivoire,28-Aug-2017.,Details regarding project P-CI-AA0-024
286,P-ML-AA0-025 represents PROGRAMME D’APPUI A LA TRANSFORMATION DE L’AGRICULTURE - ENTREPRENARIAT AGRICOLE DES JEUNES happening in Mali which has status as Ongoing ->,"Project was approved on 18-Aug-2017. 
",P-ML-AA0-025,Ongoing,PROGRAMME D’APPUI A LA TRANSFORMATION DE L’AGRICULTURE - ENTREPRENARIAT AGRICOLE DES JEUNES happening in Mali,18-Aug-2017.,Details regarding project P-ML-AA0-025
287,P-Z1-EAZ-047 represents PROJET D’APPUI À LA CRÉATION D’UN OBT ET PPI happening in Multinational which has status as Ongoing ->,"Project was approved on 11-Aug-2017. 
",P-Z1-EAZ-047,Ongoing,PROJET D’APPUI À LA CRÉATION D’UN OBT ET PPI happening in Multinational,11-Aug-2017.,Details regarding project P-Z1-EAZ-047
288,P-CF-AA0-011 represents APPUI TRANSFORMATION AGRICULTURE DÉVELOPPEMENT CHAÎNES DE VALEURS AGRICOLES&L’ENTREPRENARIAT JEU happening in Centrafrique which has status as Ongoing ->,"Project was approved on 08-Aug-2017. 
",P-CF-AA0-011,Ongoing,APPUI TRANSFORMATION AGRICULTURE DÉVELOPPEMENT CHAÎNES DE VALEURS AGRICOLES&L’ENTREPRENARIAT JEU happening in Centrafrique,08-Aug-2017.,Details regarding project P-CF-AA0-011
289,P-Z1-AA0-120 represents SAY NO TO FAMINE-SHORT TERM REGIONAL EMERGENCY RESPONSE PROJECT(STRERP)- SOMALIA happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Jul-2017. 
",P-Z1-AA0-120,Ongoing,SAY NO TO FAMINE-SHORT TERM REGIONAL EMERGENCY RESPONSE PROJECT(STRERP)- SOMALIA happening in Multinational,21-Jul-2017.,Details regarding project P-Z1-AA0-120
290,P-Z1-AA0-121 represents SAY NO TO FAMINE - SHORT TERM REGIONAL EMERGENCY RESPONSE PROJECT (STRERP)-SOUTH SUDAN happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Jul-2017. 
",P-Z1-AA0-121,Ongoing,SAY NO TO FAMINE - SHORT TERM REGIONAL EMERGENCY RESPONSE PROJECT (STRERP)-SOUTH SUDAN happening in Multinational,21-Jul-2017.,Details regarding project P-Z1-AA0-121
291,P-TN-HAB-005 represents PROGRAMME PMES AFRICAINES - LOC HANNIBAL LEASE happening in Tunisia which has status as Ongoing ->,"Project was approved on 14-Jul-2017. 
",P-TN-HAB-005,Ongoing,PROGRAMME PMES AFRICAINES - LOC HANNIBAL LEASE happening in Tunisia,14-Jul-2017.,Details regarding project P-TN-HAB-005
292,P-CI-KA0-009 represents PROGRAMME D APPUI A LA GOUVERNANCE ECONOMIQUE ET A LA CROISSANCE happening in Côte D'Ivoire which has status as Completed ->,"Project was approved on 14-Jul-2017. 
",P-CI-KA0-009,Completed,PROGRAMME D APPUI A LA GOUVERNANCE ECONOMIQUE ET A LA CROISSANCE happening in Côte D'Ivoire,14-Jul-2017.,Details regarding project P-CI-KA0-009
293,P-MA-K00-013 represents PROGRAMME D’APPUI A L'ACCÉLÉRATION DE L’INDUSTRIALISATION AU MAROC (I) happening in Morocco which has status as Ongoing ->,"Project was approved on 14-Jul-2017. 
",P-MA-K00-013,Ongoing,PROGRAMME D’APPUI A L'ACCÉLÉRATION DE L’INDUSTRIALISATION AU MAROC (I) happening in Morocco,14-Jul-2017.,Details regarding project P-MA-K00-013
294,P-TD-IC0-003 represents ASSISTANCE ALIMENTAIRE D’URGENCE POUR LES COMMUNAUTÉS VULNÉRABLES DE LA BANDE SAHÉLIENNE happening in Chad which has status as Approved ->,"Project was approved on 14-Jul-2017. 
",P-TD-IC0-003,Approved,ASSISTANCE ALIMENTAIRE D’URGENCE POUR LES COMMUNAUTÉS VULNÉRABLES DE LA BANDE SAHÉLIENNE happening in Chad,14-Jul-2017.,Details regarding project P-TD-IC0-003
295,P-Z1-HAB-054 represents BANQUE CENTRALE POPULAIRE MOROCCO RPA happening in Multinational which has status as Approved ->,"Project was approved on 14-Jul-2017. 
",P-Z1-HAB-054,Approved,BANQUE CENTRALE POPULAIRE MOROCCO RPA happening in Multinational,14-Jul-2017.,Details regarding project P-Z1-HAB-054
296,P-CM-I00-006 represents CAMEROUN-AIDE HUMANITAIRE D’URGENCE AUX REFUGIES DE L’EXTREME-NORD DU CAMEROUN happening in Cameroon which has status as Ongoing ->,"Project was approved on 12-Jul-2017. 
",P-CM-I00-006,Ongoing,CAMEROUN-AIDE HUMANITAIRE D’URGENCE AUX REFUGIES DE L’EXTREME-NORD DU CAMEROUN happening in Cameroon,12-Jul-2017.,Details regarding project P-CM-I00-006
297,P-MW-K00-007 represents 2016 MALAWI ECONOMIC CENSUS happening in Malawi which has status as Ongoing ->,"Project was approved on 05-Jul-2017. 
",P-MW-K00-007,Ongoing,2016 MALAWI ECONOMIC CENSUS happening in Malawi,05-Jul-2017.,Details regarding project P-MW-K00-007
298,P-KE-AA0-019 represents KENYA EMERGENCY HUMANITARIAN ASSISTANCE FOR PERSONS AFFECTED BY DROUGHT happening in Kenya which has status as Completed ->,"Project was approved on 03-Jul-2017. 
",P-KE-AA0-019,Completed,KENYA EMERGENCY HUMANITARIAN ASSISTANCE FOR PERSONS AFFECTED BY DROUGHT happening in Kenya,03-Jul-2017.,Details regarding project P-KE-AA0-019
299,P-CD-I00-008 represents PROJET D'AIDE D'URGENCE POUR LA LUTTE CONTRE LE VIRUS D'EBOLA A BUTA - LIKATI happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 29-Jun-2017. 
",P-CD-I00-008,Completed,PROJET D'AIDE D'URGENCE POUR LA LUTTE CONTRE LE VIRUS D'EBOLA A BUTA - LIKATI happening in Dem Rep Congo,29-Jun-2017.,Details regarding project P-CD-I00-008
300,P-SN-DC0-003 represents PROJET TRAIN EXPRESS REGIONAL (TER) happening in Senegal which has status as Ongoing ->,"Project was approved on 21-Jun-2017. 
",P-SN-DC0-003,Ongoing,PROJET TRAIN EXPRESS REGIONAL (TER) happening in Senegal,21-Jun-2017.,Details regarding project P-SN-DC0-003
301,P-ZW-FA0-014 represents EMERGENCY POWER INFRASTRUCTURE REHABILITATION PROGRAMME PHASE II STAGE II happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 20-Jun-2017. 
",P-ZW-FA0-014,Ongoing,EMERGENCY POWER INFRASTRUCTURE REHABILITATION PROGRAMME PHASE II STAGE II happening in Zimbabwe,20-Jun-2017.,Details regarding project P-ZW-FA0-014
302,P-MZ-KB0-001 represents NACALA CORRIDOR BUSINESS LINKAGES TA PROJECT happening in Mozambique which has status as Ongoing ->,"Project was approved on 14-Jun-2017. 
",P-MZ-KB0-001,Ongoing,NACALA CORRIDOR BUSINESS LINKAGES TA PROJECT happening in Mozambique,14-Jun-2017.,Details regarding project P-MZ-KB0-001
303,P-Z1-AAG-012 represents ETC GROUP LIMITED T/A EXPORT TRADING GROUP (ETG) happening in Multinational which has status as Ongoing ->,"Project was approved on 14-Jun-2017. 
",P-Z1-AAG-012,Ongoing,ETC GROUP LIMITED T/A EXPORT TRADING GROUP (ETG) happening in Multinational,14-Jun-2017.,Details regarding project P-Z1-AAG-012
304,P-Z1-AAG-014 represents ETC GROUP LIMITED T/A EXPORT TRADING LIMITED (ETG) II happening in Multinational which has status as Ongoing ->,"Project was approved on 14-Jun-2017. 
",P-Z1-AAG-014,Ongoing,ETC GROUP LIMITED T/A EXPORT TRADING LIMITED (ETG) II happening in Multinational,14-Jun-2017.,Details regarding project P-Z1-AAG-014
305,P-NG-IA0-005 represents INSTUTIONAL SUPPORT AFE BABALOLA UNIVERSITY MIC happening in Nigeria which has status as Approved ->,"Project was approved on 30-May-2017. 
",P-NG-IA0-005,Approved,INSTUTIONAL SUPPORT AFE BABALOLA UNIVERSITY MIC happening in Nigeria,30-May-2017.,Details regarding project P-NG-IA0-005
306,P-MW-KB0-002 represents NACALA RAIL AND PORT VALUE ADDITION PROJECT happening in Malawi which has status as Ongoing ->,"Project was approved on 23-May-2017. 
",P-MW-KB0-002,Ongoing,NACALA RAIL AND PORT VALUE ADDITION PROJECT happening in Malawi,23-May-2017.,Details regarding project P-MW-KB0-002
307,P-BI-I00-002 represents PROJET D’APPUI AU PROCESSUS D’ELABORATION DES STRATEGIES DE DEVELOPPEMENT happening in Burundi which has status as Ongoing ->,"Project was approved on 17-May-2017. 
",P-BI-I00-002,Ongoing,PROJET D’APPUI AU PROCESSUS D’ELABORATION DES STRATEGIES DE DEVELOPPEMENT happening in Burundi,17-May-2017.,Details regarding project P-BI-I00-002
308,P-TD-KF0-014 represents APPUI AMELIORATION PROGRAMMATION ECO GEST INSTIT CADRE DES AFFAIRES TCHAD happening in Chad which has status as Ongoing ->,"Project was approved on 17-May-2017. 
",P-TD-KF0-014,Ongoing,APPUI AMELIORATION PROGRAMMATION ECO GEST INSTIT CADRE DES AFFAIRES TCHAD happening in Chad,17-May-2017.,Details regarding project P-TD-KF0-014
309,P-RW-HAA-007 represents DEVELOPMENT BANK OF RWANDA happening in Rwanda which has status as Approved ->,"Project was approved on 16-May-2017. 
",P-RW-HAA-007,Approved,DEVELOPMENT BANK OF RWANDA happening in Rwanda,16-May-2017.,Details regarding project P-RW-HAA-007
310,P-SZ-HAA-001 represents LINE OF CREDIT TO SWAZILAND DEVELOPMENT FINANCE CORPORATION happening in Swaziland which has status as Approved ->,"Project was approved on 12-May-2017. 
",P-SZ-HAA-001,Approved,LINE OF CREDIT TO SWAZILAND DEVELOPMENT FINANCE CORPORATION happening in Swaziland,12-May-2017.,Details regarding project P-SZ-HAA-001
311,P-NA-K00-007 represents ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAMME happening in Namibia which has status as Ongoing ->,"Project was approved on 10-May-2017. 
",P-NA-K00-007,Ongoing,ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAMME happening in Namibia,10-May-2017.,Details regarding project P-NA-K00-007
312,P-CD-I00-007 represents AIDE HUMANITAIRE D'URGENCE AUX POPULATIONS SINISTREES DE LA VILLE DE BOMA happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 04-May-2017. 
",P-CD-I00-007,Completed,AIDE HUMANITAIRE D'URGENCE AUX POPULATIONS SINISTREES DE LA VILLE DE BOMA happening in Dem Rep Congo,04-May-2017.,Details regarding project P-CD-I00-007
