Question,Answer
Details regarding project P-SN-DB0-021,The project named projet de réhabilitation de la rn2 et de desenclavement de l'ile a morphil happening in senegal with code P-SN-DB0-021 was approved on 16-Dec-2015 with the current project status as Ongoing
Details regarding project P-Z1-FA0-076,The project named ruzizi iii hydropower project (burundi) happening in multinational with code P-Z1-FA0-076 was approved on 16-Dec-2015 with the current project status as Approved
Details regarding project P-Z1-FA0-077,The project named ruzizi iii hydropower project (rwanda)- project implementation happening in multinational with code P-Z1-FA0-077 was approved on 16-Dec-2015 with the current project status as Ongoing
Details regarding project P-Z1-FA0-078,The project named ruzizi iii - drc happening in multinational with code P-Z1-FA0-078 was approved on 16-Dec-2015 with the current project status as Ongoing
Details regarding project P-Z1-FA0-105,"The project named ruzizi iii - appui à la coopération, a ntégration régionale et à la gestion du projet(burundi) happening in multinational with code P-Z1-FA0-105 was approved on 16-Dec-2015 with the current project status as Approved"
Details regarding project P-Z1-FA0-109,The project named ruzizi iii project management and regional cooperation/integration (rwanda) happening in multinational with code P-Z1-FA0-109 was approved on 16-Dec-2015 with the current project status as Ongoing
Details regarding project P-EG-K00-009,The project named economic governance and energy support program (egesp) happening in egypt with code P-EG-K00-009 was approved on 15-Dec-2015 with the current project status as Completed
Details regarding project P-MZ-K00-011,The project named economic governance and inclusive growth program - phase ii happening in mozambique with code P-MZ-K00-011 was approved on 15-Dec-2015 with the current project status as Closed
Details regarding project P-ZA-F00-005,The project named eskom ii power project happening in south africa with code P-ZA-F00-005 was approved on 15-Dec-2015 with the current project status as Ongoing
Details regarding project P-ZA-F00-006,The project named eskom ii - a loan happening in south africa with code P-ZA-F00-006 was approved on 15-Dec-2015 with the current project status as Ongoing
Details regarding project P-MW-AA0-028,The project named feasibility study on the establishment of an agriculture cooperative bank- ppf mechanism happening in malawi with code P-MW-AA0-028 was approved on 11-Dec-2015 with the current project status as Ongoing
Details regarding project P-TD-KA0-005,The project named programme d'appui aux reformes des finances publiques (parfip) happening in chad with code P-TD-KA0-005 was approved on 09-Dec-2015 with the current project status as Completed
Details regarding project P-ZW-E00-006,The project named bulawayo water and sewerage services improvement project happening in zimbabwe with code P-ZW-E00-006 was approved on 09-Dec-2015 with the current project status as Ongoing
Details regarding project P-CF-E00-008,The project named projet complementaire bangui et zones rurales:reduction de la vulnerabilite au changement climatique happening in centrafrique with code P-CF-E00-008 was approved on 03-Dec-2015 with the current project status as Ongoing
Details regarding project P-Z1-GB0-028,The project named o3b supplementary loan happening in multinational with code P-Z1-GB0-028 was approved on 27-Nov-2015 with the current project status as Approved
Details regarding project P-CV-KA0-006,The project named programme d'appui à la croissance economique happening in cape verde with code P-CV-KA0-006 was approved on 26-Nov-2015 with the current project status as Completed
Details regarding project P-TZ-D00-002,The project named transport sector support program happening in tanzania with code P-TZ-D00-002 was approved on 26-Nov-2015 with the current project status as Ongoing
Details regarding project P-Z1-DB0-168,The project named mali - projet d’amenagement et de facilitation de transport sur le corridor bamako-zantiebougou happening in multinational with code P-Z1-DB0-168 was approved on 26-Nov-2015 with the current project status as Ongoing
Details regarding project P-MA-K00-012,The project named projet d’appui au renforcement des capacités de la cour des comptes (parc-cc) happening in morocco with code P-MA-K00-012 was approved on 25-Nov-2015 with the current project status as Ongoing
Details regarding project P-MZ-AA0-030,The project named cofamosa irrigation project - ppf. happening in mozambique with code P-MZ-AA0-030 was approved on 24-Nov-2015 with the current project status as Completed
Details regarding project P-KM-KA0-002,The project named projet de renforcement des capacités institutionnelles (prci) ii happening in comoros with code P-KM-KA0-002 was approved on 19-Nov-2015 with the current project status as Ongoing
Details regarding project P-GH-K00-013,The project named public financial management and private sector competitiveness support programme - pfmpscsp happening in ghana with code P-GH-K00-013 was approved on 18-Nov-2015 with the current project status as Completed
Details regarding project P-KE-AAZ-009,The project named smallscale irrigation & agriculture value chain development happening in kenya with code P-KE-AAZ-009 was approved on 18-Nov-2015 with the current project status as Ongoing
Details regarding project P-TN-IZ0-008,The project named projet d'appui au developpement regional et a la creation d'emplois happening in tunisia with code P-TN-IZ0-008 was approved on 18-Nov-2015 with the current project status as Completed
Details regarding project P-Z1-HAB-044,The project named sumitomo mitsui banking corporation europe limited happening in multinational with code P-Z1-HAB-044 was approved on 18-Nov-2015 with the current project status as Ongoing
Details regarding project P-SL-I00-003,The project named emergency humanitarian relief assistance to floods victims happening in sierra leone with code P-SL-I00-003 was approved on 12-Nov-2015 with the current project status as Completed
Details regarding project P-EG-AZ0-005,The project named emergency humanitarian relief assistance to the victims of the floods in alexandria happening in egypt with code P-EG-AZ0-005 was approved on 09-Nov-2015 with the current project status as Completed
Details regarding project P-RW-AZ0-001,The project named emergency humanitarian asistance to refugees from burundi happening in rwanda with code P-RW-AZ0-001 was approved on 09-Nov-2015 with the current project status as Completed
Details regarding project P-UG-FAB-004,The project named bujagali hydropower project happening in uganda with code P-UG-FAB-004 was approved on 04-Nov-2015 with the current project status as Ongoing
